changuito_time_to_show,time_to_think,time_to_play,total_items,nback_stimulus_time,nback_training,time_to_show_tiny_stimulus,colourtest,corresp,inmediato,consciente,inconsciente,nback_slice,imagen,correcta,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,nback_train.thisRepN,nback_train.thisTrialN,nback_train.thisN,nback_train.thisIndex,treatment_order.thisRepN,treatment_order.thisTrialN,treatment_order.thisN,treatment_order.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,Presentacion.started,Presentacion.stopped,Juego.started,Juego.stopped,image_6.started,image_6.stopped,polygon.started,polygon.stopped,nback_train_resp.keys,nback_train_resp.corr,nback_train_resp.started,nback_train_resp.stopped,hola.started,hola.stopped,image_2.started,image_2.stopped,tiempo_para_pensar.started,tiempo_para_pensar.stopped,respuesta_consciente.keys,respuesta_consciente.corr,respuesta_consciente.rt,respuesta_consciente.started,respuesta_consciente.stopped,cual_es_la_mas_barata.started,cual_es_la_mas_barata.stopped,image_4.started,image_4.stopped,holi.started,holi.stopped,image_3.started,image_3.stopped,polygon_2.started,polygon_2.stopped,nback_train_resp_2.keys,nback_train_resp_2.corr,nback_train_resp_2.started,nback_train_resp_2.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,image_5.started,image_5.stopped,nback_train_resp_2.rt,text.started,text.stopped,image.started,image.stopped,respuesta_inmediato.keys,respuesta_inmediato.corr,respuesta_inmediato.rt,respuesta_inmediato.started,respuesta_inmediato.stopped,pregunta_cual_es_el_mas_barato.started,pregunta_cual_es_el_mas_barato.stopped,short_stim1.started,short_stim1.stopped,gracias.started,gracias.stopped,respuesta1.keys,respuesta1.rt,respuesta1.started,respuesta1.stopped,pregunta1.started,pregunta1.stopped,respuesta3bis_3.keys,respuesta3bis_3.rt,respuesta3bis_3.started,respuesta3bis_3.stopped,pregunta3_3.started,pregunta3_3.stopped,productoCon3RANGOSabc_3.started,productoCon3RANGOSabc_3.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,group,date,expName,psychopyVersion,frameRate,
8,14,14,999,0.5,0:10,3,Green,None,0,0,1,15:50,./completed_changuitos/montage_nxyuf_412.39_354.19.jpg,left,0,0,0,0,,,,,0,1,1,1,,,,,,,,,0,0,0,0,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.69702178860024,None,None,1,266.69702178860024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,,,0,0,1,15:50,./completed_changuitos/montage_nxyuf_412.39_354.19.jpg,left,0,0,0,0,,,,,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.7302710149961,None,left,1,6.01464342399413,266.7302710149961,None,266.7302710149961,269.72927277800045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,,,0,0,1,15:50,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Magenta,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.8450071909974,275.9105135179998,275.9105135179998,None,283.9530778190019,284.4575886419989,None,1,283.9530778190019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Blue,['space'],0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.95707717399637,286.45675456499885,None,0,285.95707717399637,285.95707717399637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Cyan,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.9563882799994,288.45618247200036,None,1,287.9563882799994,287.9563882799994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Yellow,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.9557654169985,290.45594742799585,None,1,289.9557654169985,289.9557654169985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Cyan,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.9547111860011,292.45484462199965,None,1,291.9547111860011,291.9547111860011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Blue,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.95433892800065,294.45414589799475,None,1,293.95433892800065,293.95433892800065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Cyan,['space'],0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.95369464399846,296.45349326799624,None,0,295.95369464399846,295.95369464399846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Magenta,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.93635664589675,None,None,1,297.93635664589675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Red,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.93635664589675,None,None,1,297.93635664589675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Magenta,['space'],0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.93635664589675,None,None,0,297.93635664589675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Green,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.93635664589675,None,None,1,297.93635664589675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Yellow,['space'],0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.93635664589675,None,None,0,297.93635664589675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Blue,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.93635664589675,None,None,1,297.93635664589675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Cyan,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.93635664589675,None,None,1,297.93635664589675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Blue,['space'],0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.93635664589675,None,None,0,297.93635664589675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Yellow,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.93635664589675,None,None,1,297.93635664589675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Cyan,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.93635664589675,None,None,1,297.93635664589675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Yellow,['space'],0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.93635664589675,None,None,0,297.93635664589675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Magenta,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.95302826779664,None,None,1,297.95302826779664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Red,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.95302826779664,None,None,1,297.95302826779664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Magenta,['space'],0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.95302826779664,None,None,0,297.95302826779664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Red,['space'],0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.95302826779664,None,None,0,297.95302826779664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Yellow,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.95302826779664,None,None,1,297.95302826779664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Cyan,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.95302826779664,None,None,1,297.95302826779664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Green,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.95302826779664,None,None,1,297.95302826779664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,White,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.95302826779664,None,None,1,297.95302826779664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Green,['space'],0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.95302826779664,None,None,0,297.95302826779664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Red,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.95302826779664,None,None,1,297.95302826779664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Blue,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.95302826779664,None,None,1,297.95302826779664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Green,None,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.95302826779664,None,None,1,297.95302826779664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,,,0,0,1,20:50,./completed_changuitos/montage_dxeto_199.9_233.25.jpg,right,0,0,0,0,,,,,0,2,2,2,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.99270761200023,None,left,0,5.891001496005629,297.99270761200023,None,297.99270761200023,301.00195240199537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,,,0,0,1,20:50,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,,,0,1,0,25:50,./completed_changuitos/montage_npbnm_124.99_108.59.jpg,left,0,0,0,0,,,,,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,304.0157631740003,305.65001486099936,305.65001486099936,313.6642794090003,313.6642794090003,327.6761975269983,right,0,2.0664436669976567,327.6761975269983,None,327.6761975269983,None,327.6761975269983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,,,0,1,0,25:50,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,,,0,1,0,10:50,./completed_changuitos/montage_ssynf_76.85_85.59.jpg,right,0,0,0,0,,,,,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,329.8968769849962,333.65711471699615,333.65711471699615,341.67139349100034,341.67139349100034,355.6831864900014,right,1,1.7499768310008221,355.6831864900014,None,355.6831864900014,None,355.6831864900014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,,,0,1,0,10:50,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,,,0,1,0,19:50,./completed_changuitos/montage_pssky_35.5_40.55.jpg,right,0,0,0,0,,,,,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,357.5666896440016,360.46500436600036,360.46500436600036,368.4785758520011,368.4785758520011,382.49081440400187,left,0,2.484089319004852,382.49081440400187,None,382.49081440400187,None,382.49081440400187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,,,0,1,0,19:50,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Red,None,0,0,1,28:50,./completed_changuitos/montage_jnjgs_102.5_90.95.jpg,left,0,0,0,0,,,,,0,6,6,6,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.1081450049969,386.2895199630002,386.2895199630002,None,394.332196055002,394.8366075410013,None,1,394.332196055002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Magenta,['space'],0,0,1,28:50,./completed_changuitos/montage_jnjgs_102.5_90.95.jpg,left,0,0,0,0,,,,,0,6,6,6,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.3357010510008,396.83593496499816,None,0,396.3357010510008,396.3357010510008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Green,None,0,0,1,28:50,./completed_changuitos/montage_jnjgs_102.5_90.95.jpg,left,0,0,0,0,,,,,0,6,6,6,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.33541679899645,398.8353164559958,None,1,398.33541679899645,398.33541679899645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Yellow,['space'],0,0,1,28:50,./completed_changuitos/montage_jnjgs_102.5_90.95.jpg,left,0,0,0,0,,,,,0,6,6,6,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.33472313699895,400.83455213900015,None,0,400.33472313699895,400.33472313699895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Blue,None,0,0,1,28:50,./completed_changuitos/montage_jnjgs_102.5_90.95.jpg,left,0,0,0,0,,,,,0,6,6,6,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.3340406779971,402.8338695709972,None,1,402.3340406779971,402.3340406779971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Cyan,None,0,0,1,28:50,./completed_changuitos/montage_jnjgs_102.5_90.95.jpg,left,0,0,0,0,,,,,0,6,6,6,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.33335623199673,404.8331984999968,None,1,404.33335623199673,404.33335623199673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Blue,['space'],0,0,1,28:50,./completed_changuitos/montage_jnjgs_102.5_90.95.jpg,left,0,0,0,0,,,,,0,6,6,6,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.33267566599534,406.83251459899475,['return'],0,406.33267566599534,406.33267566599534,,,,,,,,,,[0.6337510599987581],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Yellow,None,0,0,1,28:50,./completed_changuitos/montage_jnjgs_102.5_90.95.jpg,left,0,0,0,0,,,,,0,6,6,6,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.31535896589486,None,None,1,408.31535896589486,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
8,14,14,999,0.5,0:10,3,Cyan,None,0,0,1,28:50,./completed_changuitos/montage_jnjgs_102.5_90.95.jpg,left,0,0,0,0,,,,,0,6,6,6,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.31535896589486,None,None,1,408.31535896589486,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebaapu,001,c,2019_Nov_15_2326,Experimento,3.2.3,60.0660504317327,
